Rk,Player,Team,Pos,Cmp,PassAtt,PassYds,PassTD,Int,RushAtt,RushYds,Yds/Car,RushTD,Tgt,Rec,RecYds,Yds/Rec,RecTD,Fmb,FL,RecRushTD,2PM,2PP,VBD,PosRank,OvRank
502,Quintez Cephus,DET,WR,0,0,0,0,0,0,0,,0,3,2,15,7.5,0,0,0,0,,,,198,
503,Ty Chandler,MIN,RB,0,0,0,0,0,6,20,3.33,0,0,0,0,,0,0,0,0,,,,143,
504,Pharoh Cooper,ARI,WR,0,0,0,0,0,4,15,3.75,0,2,2,6,3,0,0,0,0,,,,190,
505,Frank Darby,ATL,WR,0,0,0,0,0,0,0,,0,1,1,15,15,0,0,0,0,,,,199,
506,Mike Davis,BAL,RB,0,0,0,0,0,8,18,2.25,0,2,2,4,2,0,1,0,0,,,,142,
507,Bryan Edwards,ATL,WR,0,0,0,0,0,0,0,,0,5,3,15,5,0,0,0,0,,,,200,
508,Simi Fehoko,DAL,WR,0,0,0,0,0,0,0,,0,4,3,24,8,0,0,0,0,,,,186,
509,Nick Foles,IND,QB,25,42,224,0,4,2,8,4,0,0,0,0,,0,0,0,0,,,,73,
510,Danny Gray,SFO,WR,0,0,0,0,0,1,9,9,0,7,1,10,10,0,0,0,0,,,,194,
511,Troy Hairston,HOU,RB,0,0,0,0,0,0,0,,0,8,5,19,3.8,0,0,0,0,,,,144,
512,Penny Hart,SEA,WR,0,0,0,0,0,0,0,,0,4,3,20,6.67,0,0,0,0,,,,192,
513,Jesper Horsted,LVR,TE,0,0,0,0,0,0,0,,0,4,3,19,6.33,0,0,0,0,,,,103,
514,Dennis Houston,DAL,WR,0,0,0,0,0,0,0,,0,6,2,16,8,0,0,0,0,,,,197,
515,Lil'Jordan Humphrey,NWE,WR,0,0,0,0,0,0,0,,0,4,2,20,10,0,0,0,0,,,,193,
516,Andy Isabella,2TM,WR,0,0,0,0,0,1,1,1,0,5,2,21,10.5,0,0,0,0,,,,189,
517,Cade Johnson,SEA,WR,0,0,0,0,0,0,0,,0,4,2,21,10.5,0,0,0,0,,,,191,
518,D'Ernest Johnson,CLE,RB,0,0,0,0,0,4,17,4.25,0,3,3,7,2.33,0,0,0,0,,,,141,
519,Keith Kirkwood,NOR,WR,0,0,0,0,0,0,0,,0,4,2,18,9,0,0,0,0,,,,195,
520,Dezmon Patmon,IND,WR,0,0,0,0,0,0,0,,0,6,2,24,12,0,0,0,0,,,,187,
521,Adam Prentice,NOR,RB,0,0,0,0,0,4,9,2.25,0,3,3,9,3,0,1,0,0,,,,147,
522,Trey Sermon,PHI,RB,0,0,0,0,0,2,19,9.5,0,0,0,0,,0,0,0,0,,,,145,
523,Stone Smartt,LAC,TE,0,0,0,0,0,0,0,,0,5,4,17,4.25,0,0,0,0,,,,105,
524,J.J. Taylor,NWE,RB,0,0,0,0,0,10,9,0.9,0,1,1,8,8,0,0,0,0,,,,148,
525,Cole Turner,WAS,TE,0,0,0,0,0,0,0,,0,9,2,23,11.5,0,0,0,0,,,,102,
526,Maxx Williams,ARI,TE,0,0,0,0,0,0,0,,0,3,3,18,6,0,0,0,0,,,,104,
527,Juwann Winfree,GNB,WR,0,0,0,0,0,0,0,,0,4,1,17,17,0,0,0,0,,,,196,
528,Dareke Young,SEA,WR,0,0,0,0,0,0,0,,0,2,2,24,12,0,0,0,0,,,,188,
529,Maurice Alexander,DET,WR,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,,207,
530,Brandon Allen,CIN,QB,3,3,22,0,0,3,-1,-0.33,0,0,0,0,,0,0,0,0,,,,76,
531,Stephen Anderson,ARI,TE,0,0,0,0,0,0,0,,0,7,3,9,3,0,0,0,0,,,,107,
532,Devin Asiasi,CIN,TE,0,0,0,0,0,0,0,,0,4,2,5,2.5,0,0,0,0,,,,112,
533,C.J. Board,TEN,WR,0,0,0,0,0,0,0,,0,1,1,6,6,0,1,0,0,,,,209,
534,Reggie Bonnafon,WAS,RB,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,0,0,,,,153,
535,Miles Boykin,PIT,WR,0,0,0,0,0,0,0,,0,3,2,11,5.5,0,0,0,0,,,,205,
536,Jason Cabinda,DET,RB,0,0,0,0,0,1,4,4,0,4,1,5,5,0,0,0,0,,,,152,
537,Jalen Camp,HOU,WR,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,,208,
538,Jerome Ford,CLE,RB,0,0,0,0,0,8,12,1.5,0,0,0,0,,0,0,0,0,,,,149,
539,Jacob Harris,LAR,TE,0,0,0,0,0,0,0,,0,1,1,6,6,0,0,0,0,,,,110,
540,Kylin Hill,GNB,RB,0,0,0,0,0,1,7,7,0,0,0,0,,0,0,0,0,,,,154,
541,Brian Hoyer,NWE,QB,5,6,37,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,74,
542,Godwin Igwebuike,SEA,RB,0,0,0,0,0,3,4,1.33,0,1,1,3,3,0,0,0,0,,,,155,
543,Jakob Johnson,LVR,RB,0,0,0,0,0,0,0,,0,6,5,10,2,0,0,0,0,,,,150,
544,Josh Johnson,SFO,QB,1,2,10,0,0,2,3,1.5,0,0,0,0,,0,0,0,0,,,,77,
545,Tyron Johnson,2TM,WR,0,0,0,0,0,0,0,,0,1,1,8,8,0,0,0,0,,,,206,
546,Sean McKeon,DAL,TE,0,0,0,0,0,0,0,,0,3,2,11,5.5,0,0,0,0,,,,106,
547,Jason Moore,LAC,WR,0,0,0,0,0,0,0,,0,2,1,5,5,0,0,0,0,,,,210,
548,Devine Ozigbo,DEN,RB,0,0,0,0,0,3,4,1.33,0,1,1,3,3,0,0,0,0,,,,156,
549,Jeremy Ruckert,NYJ,TE,0,0,0,0,0,0,0,,0,2,1,8,8,0,0,0,0,,,,108,
550,Mason Schreck,HOU,TE,0,0,0,0,0,0,0,,0,2,2,6,3,0,0,0,0,,,,111,
551,Keith Smith,ATL,RB,0,0,0,0,0,1,2,2,0,2,1,8,8,0,0,0,0,,,,151,
552,Tommy Sweeney,BUF,TE,0,0,0,0,0,0,0,,0,1,1,7,7,0,0,0,0,,,,109,
553,Jalen Tolbert,DAL,WR,0,0,0,0,0,0,0,,0,3,2,12,6,0,0,0,0,,,,203,
554,Austin Trammell,LAR,WR,0,0,0,0,0,0,0,,0,4,2,13,6.5,0,0,0,0,,,,202,
555,Kyle Trask,TAM,QB,3,9,23,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,75,
556,Montrell Washington,DEN,WR,0,0,0,0,0,5,30,6,0,9,4,2,0.5,0,5,1,0,,,,204,
557,Nsimba Webster,CHI,WR,0,0,0,0,0,0,0,,0,3,2,14,7,0,1,0,0,,,,201,
558,Ty'Son Williams,ARI,RB,0,0,0,0,0,0,0,,0,1,1,5,5,0,0,0,0,,,,157,
559,Josh Ali,ATL,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,214,
560,Chase Allen,CHI,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,114,
561,Nick Bellore,SEA,RB,0,0,0,0,0,1,3,3,0,0,0,0,,0,0,0,0,,,,160,
562,Trinity Benson,DET,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,215,
563,Jared Bernhardt,ATL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,216,
564,Stanley Berryhill,DET,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,217,
565,Khari Blasingame,CHI,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,163,
566,Lynn Bowden Jr.,NWE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,218,
567,Nick Boyle,BAL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,115,
568,Brittain Brown,LVR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,164,
569,Trenton Cannon,TEN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,165,
570,Cethan Carter,MIA,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,116,
571,Roger Carter,LAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,117,
572,Dan Chisena,MIN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,219,
573,Tanner Conner,MIA,,0,0,0,0,0,0,0,,0,3,0,0,,0,0,0,0,,,,118,
574,Keke Coutee,IND,WR,0,0,0,0,0,0,0,,0,1,1,20,20,0,4,1,0,,,,220,
575,Britain Covey,PHI,,0,0,0,0,0,0,0,,0,0,0,0,,0,2,0,0,,,,221,
576,Rico Dowdle,DAL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,166,
577,Jacob Eason,CAR,QB,3,5,59,0,1,0,0,,0,0,0,0,,0,0,0,0,,,,78,
578,Alex Erickson,WAS,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,222,
579,Erik Ezukanma,MIA,WR,0,0,0,0,0,0,0,,0,1,1,3,3,0,0,0,0,,,,211,
580,Demetric Felton,CLE,RB,0,0,0,0,0,1,-4,-4,0,4,2,8,4,0,1,0,0,,,,158,
581,Ethan Fernea,IND,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,223,
582,Feleipe Franks,ATL,TE,0,0,0,0,0,1,0,0,0,2,0,0,,0,0,0,0,,,,119,
583,Jake Funk,2TM,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,167,
584,Kaylon Geiger,TAM,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,224,
585,Tanner Gentry,BUF,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,225,
586,Cullen Gillaspia,SEA,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,168,
587,Josh Gordon,TEN,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,226,
588,Garrett Griffin,DET,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,120,
589,Justin Hardee,NYJ,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,227,
590,Clark Harris,CIN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,121,
591,Rashard Higgins,CAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,228,
592,Jacob Hollister,2TM,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,122,
593,J.P. Holtz,NOR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,123,
594,Jordan Howard,NOR,RB,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,,,,162,
595,Tyree Jackson,PHI,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,124,
596,Jesse James,CLE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,125,
597,Duke Johnson,BUF,RB,0,0,0,0,0,2,4,2,0,0,0,0,,0,0,0,0,,,,159,
598,Johnny Johnson,HOU,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,229,
599,Tyler Johnson,HOU,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,230,
600,Nikola Kalinic,IND,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,126,
601,Case Keenum,BUF,QB,2,7,8,0,0,5,0,0,0,0,0,0,,0,0,0,0,,,,79,
602,John Kelly,CLE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,169,
603,Marcus Kemp,KAN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,231,
604,Mason Kinsey,TEN,WR,0,0,0,0,0,0,0,,0,1,1,3,3,0,1,0,0,,,,212,
605,Lucas Krull,NOR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,127,
606,Kwamie Lassiter II,CIN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,232,
607,Hunter Long,MIA,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,128,
608,Tay Martin,SFO,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,233,
609,Lance McCutcheon,LAR,,0,0,0,0,0,0,0,,0,5,0,0,,0,0,0,0,,,,234,
610,Kyric McGowan,WAS,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,235,
611,Kirk Merritt,NOR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,236,
612,Stanley Morgan Jr.,CIN,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,237,
613,Nick Muse,MIN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,129,
614,Qadree Ollison,DAL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,170,
615,Matthew Orzech,LAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,130,
616,Cornell Powell,KAN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,238,
617,D'Vonte Price,IND,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,171,
618,Kevin Rader,TEN,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,131,
619,Andre Roberts,CAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,1,0,0,,,,239,
620,Richard Rodgers,LAC,TE,0,0,0,0,0,0,0,,0,4,1,4,4,0,0,0,0,,,,113,
621,Drew Sample,CIN,TE,0,0,0,0,0,0,0,,0,2,2,-2,-1,0,0,0,0,,,,136,
622,Braylon Sanders,MIA,WR,0,0,0,0,0,0,0,,0,3,2,17,8.5,0,1,1,0,,,,251,
623,Matthew Slater,NWE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,240,
624,Willie Snead,SFO,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,241,
625,Matt Sokol,NWE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,132,
626,Nate Sudfeld,DET,QB,0,0,0,0,0,5,-4,-0.8,0,0,0,0,,0,0,0,0,,,,81,
627,Keir Thomas,LAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,242,
628,Noah Togiai,PHI,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,133,
629,Jake Tonges,CHI,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,134,
630,Malik Turner,SFO,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,243,
631,Binjimen Victor,BAL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,244,
632,James Washington,DAL,,0,0,0,0,0,0,0,,0,1,0,0,,0,0,0,0,,,,245,
633,Scotty Washington,NWE,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,246,
634,Raleigh Webb,2TM,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,247,
635,Cody White,PIT,WR,0,0,0,0,0,0,0,,0,1,1,2,2,0,0,0,0,,,,213,
636,Antonio Williams,NYG,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,172,
637,Damien Williams,ATL,RB,0,0,0,0,0,2,2,1,0,0,0,0,,0,0,0,0,,,,161,
638,Preston Williams,CAR,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,248,
639,Javon Wims,ARI,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,249,
640,Charlie Woerner,SFO,,0,0,0,0,0,0,0,,0,2,0,0,,0,0,0,0,,,,135,
641,Logan Woodside,ATL,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,80,
642,Brandon Zylstra,DET,,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,,,,250,
643,C.J. Beathard,JAX,QB,7,11,35,0,1,4,-4,-1,0,0,0,0,,0,0,0,0,,,,83,
644,Deonte Harty,NOR,WR,0,0,0,0,0,0,0,,0,2,2,13,6.5,0,1,1,0,,,,253,
645,Chad Henne,KAN,QB,0,2,0,0,0,5,-5,-1,0,0,0,0,,0,1,0,0,,,,82,
646,Ihmir Smith-Marsette,2TM,WR,0,0,0,0,0,1,-1,-1,0,4,1,15,15,0,1,1,0,,,,252,
647,KaVontae Turpin,DAL,WR,0,0,0,0,0,3,17,5.67,0,2,1,9,9,0,3,2,0,,,,254,
648,Taiwan Jones,BUF,,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,,173,
649,Chester Rogers,CLE,,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,,255,
650,Tim Boyle,CHI,QB,2,8,33,0,2,2,-2,-1,0,0,0,0,,0,0,0,0,,,,84,
